tool	rank	metric	sample	value
bracken2.5	family	F1 score	18	0.18497109826589597
bracken2.5	family	Jaccard index	18	0.10191082802547771
bracken2.5	family	Taxon counts	18	157.0
bracken2.5	genus	True positives	18	22.0
bracken2.5	genus	False negatives	18	14.0
bracken2.5	genus	False positives	18	315.0
bracken2.5	genus	Purity (precision)	18	0.06528189910979229
bracken2.5	genus	Completeness (recall)	18	0.6111111111111112
bracken2.5	genus	F1 score	18	0.11796246648793565
bracken2.5	genus	Jaccard index	18	0.06267806267806268
bracken2.5	genus	Taxon counts	18	337.0
bracken2.5	species	True positives	18	31.0
bracken2.5	species	False negatives	18	42.0
bracken2.5	species	False positives	18	817.0
bracken2.5	species	Purity (precision)	18	0.036556603773584904
bracken2.5	species	Completeness (recall)	18	0.4246575342465753
bracken2.5	species	F1 score	18	0.06731813246471227
bracken2.5	species	Jaccard index	18	0.0348314606741573
bracken2.5	species	Taxon counts	18	848.0
bracken2.5	strain	True positives	18	0.0
bracken2.5	strain	False negatives	18	85.0
bracken2.5	strain	False positives	18	0.0
bracken2.5	strain	Purity (precision)	18	0.0
bracken2.5	strain	Completeness (recall)	18	0.0
bracken2.5	strain	Jaccard index	18	0.0
bracken2.5	strain	Taxon counts	18	0.0
bracken2.5	superkingdom	L1 norm error	18	0.002915774339175128
bracken2.5	phylum	L1 norm error	18	0.033568688544379964
bracken2.5	class	L1 norm error	18	0.2755168317342537
bracken2.5	order	L1 norm error	18	0.27731590155795893
bracken2.5	family	L1 norm error	18	0.2859253046226698
bracken2.5	genus	L1 norm error	18	0.3143450742709461
bracken2.5	species	L1 norm error	18	1.216722169193547
bracken2.5	na	Weighted UniFrac error	18	3.411329698747015
bracken2.5	na	Unweighted UniFrac error	18	7420.735873164297
bracken2.5	superkingdom	Bray-Curtis distance	19	0.004611470907193287
bracken2.5	phylum	Bray-Curtis distance	19	0.028009367972828922
bracken2.5	class	Bray-Curtis distance	19	0.21436926264708056
bracken2.5	order	Bray-Curtis distance	19	0.2167510830764244
bracken2.5	family	Bray-Curtis distance	19	0.32883637483264644
bracken2.5	genus	Bray-Curtis distance	19	0.34321445928538963
bracken2.5	species	Bray-Curtis distance	19	0.7005543277036074
bracken2.5	superkingdom	Shannon diversity	19	0.032299159683376134
bracken2.5	superkingdom	Shannon equitability	19	0.023298918750043748
bracken2.5	phylum	Shannon diversity	19	0.5053593427330376
bracken2.5	phylum	Shannon equitability	19	0.138927112800278
bracken2.5	class	Shannon diversity	19	1.220539933826776
bracken2.5	class	Shannon equitability	19	0.28183216049642035
bracken2.5	order	Shannon diversity	19	1.314876012132862
bracken2.5	order	Shannon equitability	19	0.2584473935219947
bracken2.5	family	Shannon diversity	19	1.8590516484727742
bracken2.5	family	Shannon equitability	19	0.3187738531621985
bracken2.5	genus	Shannon diversity	19	2.326174599598746
bracken2.5	genus	Shannon equitability	19	0.33679704494357465
bracken2.5	species	Shannon diversity	19	3.311590589790156
bracken2.5	species	Shannon equitability	19	0.41561266775376426
bracken2.5	superkingdom	True positives	19	1.0
bracken2.5	superkingdom	False negatives	19	0.0
bracken2.5	superkingdom	False positives	19	3.0
bracken2.5	superkingdom	Purity (precision)	19	0.25
bracken2.5	superkingdom	Completeness (recall)	19	1.0
bracken2.5	superkingdom	F1 score	19	0.4
bracken2.5	superkingdom	Jaccard index	19	0.25
bracken2.5	superkingdom	Taxon counts	19	4.0
bracken2.5	phylum	True positives	19	4.0
bracken2.5	phylum	False negatives	19	0.0
bracken2.5	phylum	False positives	19	34.0
bracken2.5	phylum	Purity (precision)	19	0.10526315789473684
bracken2.5	phylum	Completeness (recall)	19	1.0
bracken2.5	phylum	F1 score	19	0.1904761904761905
bracken2.5	phylum	Jaccard index	19	0.10526315789473684
bracken2.5	phylum	Taxon counts	19	38.0
bracken2.5	class	True positives	19	8.0
bracken2.5	class	False negatives	19	0.0
bracken2.5	class	False positives	19	68.0
bracken2.5	class	Purity (precision)	19	0.10526315789473684
bracken2.5	class	Completeness (recall)	19	1.0
bracken2.5	class	F1 score	19	0.1904761904761905
bracken2.5	class	Jaccard index	19	0.10526315789473684
bracken2.5	class	Taxon counts	19	76.0
bracken2.5	order	True positives	19	8.0
bracken2.5	order	False negatives	19	0.0
bracken2.5	order	False positives	19	154.0
bracken2.5	order	Purity (precision)	19	0.04938271604938271
bracken2.5	order	Completeness (recall)	19	1.0
bracken2.5	order	F1 score	19	0.09411764705882353
bracken2.5	order	Jaccard index	19	0.04938271604938271
bracken2.5	order	Taxon counts	19	162.0
bracken2.5	family	True positives	19	16.0
bracken2.5	family	False negatives	19	1.0
bracken2.5	family	False positives	19	325.0
bracken2.5	family	Purity (precision)	19	0.0469208211143695
bracken2.5	family	Completeness (recall)	19	0.9411764705882353
bracken2.5	family	F1 score	19	0.0893854748603352
bracken2.5	family	Jaccard index	19	0.04678362573099415
bracken2.5	family	Taxon counts	19	341.0
bracken2.5	genus	True positives	19	23.0
bracken2.5	genus	False negatives	19	25.0
bracken2.5	genus	False positives	19	976.0
bracken2.5	genus	Purity (precision)	19	0.023023023023023025
bracken2.5	genus	Completeness (recall)	19	0.4791666666666667
bracken2.5	genus	F1 score	19	0.043935052531041074
bracken2.5	genus	Jaccard index	19	0.0224609375
bracken2.5	genus	Taxon counts	19	999.0
bracken2.5	species	True positives	19	40.0
bracken2.5	species	False negatives	19	92.0
bracken2.5	species	False positives	19	2847.0
bracken2.5	species	Purity (precision)	19	0.013855213023900243
bracken2.5	species	Completeness (recall)	19	0.30303030303030304
bracken2.5	species	F1 score	19	0.026498840675720437
bracken2.5	species	Jaccard index	19	0.01342732460557234
bracken2.5	species	Taxon counts	19	2887.0
bracken2.5	strain	True positives	19	0.0
bracken2.5	strain	False negatives	19	162.0
bracken2.5	strain	False positives	19	0.0
bracken2.5	strain	Purity (precision)	19	0.0
bracken2.5	strain	Completeness (recall)	19	0.0
bracken2.5	strain	Jaccard index	19	0.0
bracken2.5	strain	Taxon counts	19	0.0
bracken2.5	superkingdom	L1 norm error	19	0.009222941814386572
bracken2.5	phylum	L1 norm error	19	0.056018735945657844
bracken2.5	class	L1 norm error	19	0.4287385252941611
bracken2.5	order	L1 norm error	19	0.4335021661528486
bracken2.5	family	L1 norm error	19	0.657672749665291
bracken2.5	genus	L1 norm error	19	0.6864289185707841
bracken2.5	species	L1 norm error	19	1.4011086554071994
bracken2.5	na	Weighted UniFrac error	19	4.672158497598301
bracken2.5	na	Unweighted UniFrac error	19	25682.196466736124
bracken2.5	superkingdom	Bray-Curtis distance	1	0.0030253688738794584
bracken2.5	phylum	Bray-Curtis distance	1	0.20756658340621426
bracken2.5	class	Bray-Curtis distance	1	0.24546617398565432
bracken2.5	order	Bray-Curtis distance	1	0.24601757479736888
bracken2.5	family	Bray-Curtis distance	1	0.35037581226157716
bracken2.5	genus	Bray-Curtis distance	1	0.31999087509411867
bracken2.5	species	Bray-Curtis distance	1	0.5449233541430368
bracken2.5	superkingdom	Shannon diversity	1	0.022542566039415853
bracken2.5	superkingdom	Shannon equitability	1	0.016261024116988605
bracken2.5	phylum	Shannon diversity	1	0.7736481644900265
bracken2.5	phylum	Shannon equitability	1	0.22126311780820188
bracken2.5	class	Shannon diversity	1	1.0646814447540156
bracken2.5	class	Shannon equitability	1	0.2541215232067207
bracken2.5	order	Shannon diversity	1	1.1308948920839186
bracken2.5	order	Shannon equitability	1	0.22951830052725145
bracken2.5	family	Shannon diversity	1	1.4275375402930854
bracken2.5	family	Shannon equitability	1	0.2519290584466414
bracken2.5	genus	Shannon diversity	1	1.5388650766567527
bracken2.5	genus	Shannon equitability	1	0.23278412231437784
bracken2.5	species	Shannon diversity	1	2.077741130909067
bracken2.5	species	Shannon equitability	1	0.27364370154396767
bracken2.5	superkingdom	True positives	1	1.0
bracken2.5	superkingdom	False negatives	1	0.0
bracken2.5	superkingdom	False positives	1	3.0
bracken2.5	superkingdom	Purity (precision)	1	0.25
bracken2.5	superkingdom	Completeness (recall)	1	1.0
bracken2.5	superkingdom	F1 score	1	0.4
bracken2.5	superkingdom	Jaccard index	1	0.25
bracken2.5	superkingdom	Taxon counts	1	4.0
bracken2.5	phylum	True positives	1	4.0
bracken2.5	phylum	False negatives	1	0.0
bracken2.5	phylum	False positives	1	29.0
bracken2.5	phylum	Purity (precision)	1	0.12121212121212122
bracken2.5	phylum	Completeness (recall)	1	1.0
bracken2.5	phylum	F1 score	1	0.21621621621621626
bracken2.5	phylum	Jaccard index	1	0.12121212121212122
bracken2.5	phylum	Taxon counts	1	33.0
bracken2.5	class	True positives	1	6.0
bracken2.5	class	False negatives	1	0.0
bracken2.5	class	False positives	1	60.0
bracken2.5	class	Purity (precision)	1	0.09090909090909091
bracken2.5	class	Completeness (recall)	1	1.0
bracken2.5	class	F1 score	1	0.16666666666666669
bracken2.5	class	Jaccard index	1	0.09090909090909091
bracken2.5	class	Taxon counts	1	66.0
bracken2.5	order	True positives	1	7.0
bracken2.5	order	False negatives	1	0.0
bracken2.5	order	False positives	1	131.0
bracken2.5	order	Purity (precision)	1	0.050724637681159424
bracken2.5	order	Completeness (recall)	1	1.0
bracken2.5	order	F1 score	1	0.09655172413793105
bracken2.5	order	Jaccard index	1	0.050724637681159424
bracken2.5	order	Taxon counts	1	138.0
bracken2.5	family	True positives	1	16.0
bracken2.5	family	False negatives	1	1.0
bracken2.5	family	False positives	1	273.0
bracken2.5	family	Purity (precision)	1	0.05536332179930796
bracken2.5	family	Completeness (recall)	1	0.9411764705882353
bracken2.5	family	F1 score	1	0.10457516339869281
bracken2.5	family	Jaccard index	1	0.05517241379310345
bracken2.5	family	Taxon counts	1	289.0
bracken2.5	genus	True positives	1	19.0
bracken2.5	genus	False negatives	1	13.0
bracken2.5	genus	False positives	1	724.0
bracken2.5	genus	Purity (precision)	1	0.02557200538358008
bracken2.5	genus	Completeness (recall)	1	0.59375
bracken2.5	genus	F1 score	1	0.04903225806451613
bracken2.5	genus	Jaccard index	1	0.02513227513227513
bracken2.5	genus	Taxon counts	1	743.0
bracken2.5	species	True positives	1	29.0
bracken2.5	species	False negatives	1	53.0
bracken2.5	species	False positives	1	1955.0
bracken2.5	species	Purity (precision)	1	0.014616935483870967
bracken2.5	species	Completeness (recall)	1	0.35365853658536583
bracken2.5	species	F1 score	1	0.028073572120038724
bracken2.5	species	Jaccard index	1	0.014236622484045164
bracken2.5	species	Taxon counts	1	1984.0
bracken2.5	strain	True positives	1	0.0
bracken2.5	strain	False negatives	1	90.0
bracken2.5	strain	False positives	1	0.0
bracken2.5	strain	Purity (precision)	1	0.0
bracken2.5	strain	Completeness (recall)	1	0.0
bracken2.5	strain	Jaccard index	1	0.0
bracken2.5	strain	Taxon counts	1	0.0
bracken2.5	superkingdom	L1 norm error	1	0.006050737747758918
bracken2.5	phylum	L1 norm error	1	0.4151331668124285
bracken2.5	class	L1 norm error	1	0.4909323479713088
bracken2.5	order	L1 norm error	1	0.4920351495947372
bracken2.5	family	L1 norm error	1	0.7007516245231526
bracken2.5	genus	L1 norm error	1	0.6399817501882363
bracken2.5	species	L1 norm error	1	1.0898467082860204
bracken2.5	na	Weighted UniFrac error	1	4.8308078347471595
bracken2.5	na	Unweighted UniFrac error	1	17897.29674130488
bracken2.5	superkingdom	Bray-Curtis distance	20	0.0027919446852260584
bracken2.5	phylum	Bray-Curtis distance	20	0.020645622007541737
bracken2.5	class	Bray-Curtis distance	20	0.22271067613934267
bracken2.5	order	Bray-Curtis distance	20	0.22426820932905736
bracken2.5	family	Bray-Curtis distance	20	0.25744793216753803
bracken2.5	genus	Bray-Curtis distance	20	0.20146867581286357
bracken2.5	species	Bray-Curtis distance	20	0.6605288632276034
bracken2.5	superkingdom	Shannon diversity	20	0.02137653108907333
bracken2.5	superkingdom	Shannon equitability	20	0.015419907696807423
bracken2.5	phylum	Shannon diversity	20	0.34893740647037985
bracken2.5	phylum	Shannon equitability	20	0.0981443730502724
bracken2.5	class	Shannon diversity	20	0.9340327822307167
bracken2.5	class	Shannon equitability	20	0.21911867866536106
bracken2.5	order	Shannon diversity	20	0.9987760476329325
bracken2.5	order	Shannon equitability	20	0.19933122029650274
bracken2.5	family	Shannon diversity	20	1.3196399949736268
bracken2.5	family	Shannon equitability	20	0.23029965357580803
bracken2.5	genus	Shannon diversity	20	1.5999514056281259
bracken2.5	genus	Shannon equitability	20	0.23799487022957933
bracken2.5	species	Shannon diversity	20	2.628785938066321
bracken2.5	species	Shannon equitability	20	0.33970278127388054
bracken2.5	superkingdom	True positives	20	1.0
bracken2.5	superkingdom	False negatives	20	0.0
bracken2.5	superkingdom	False positives	20	3.0
bracken2.5	superkingdom	Purity (precision)	20	0.25
bracken2.5	superkingdom	Completeness (recall)	20	1.0
bracken2.5	superkingdom	F1 score	20	0.4
bracken2.5	superkingdom	Jaccard index	20	0.25
bracken2.5	superkingdom	Taxon counts	20	4.0
bracken2.5	phylum	True positives	20	5.0
bracken2.5	phylum	False negatives	20	0.0
bracken2.5	phylum	False positives	20	30.0
bracken2.5	phylum	Purity (precision)	20	0.14285714285714285
bracken2.5	phylum	Completeness (recall)	20	1.0
bracken2.5	phylum	F1 score	20	0.25
bracken2.5	phylum	Jaccard index	20	0.14285714285714285
bracken2.5	phylum	Taxon counts	20	35.0
bracken2.5	class	True positives	20	11.0
bracken2.5	class	False negatives	20	0.0
bracken2.5	class	False positives	20	60.0
bracken2.5	class	Purity (precision)	20	0.15492957746478872
bracken2.5	class	Completeness (recall)	20	1.0
bracken2.5	class	F1 score	20	0.26829268292682923
bracken2.5	class	Jaccard index	20	0.15492957746478872
bracken2.5	class	Taxon counts	20	71.0
bracken2.5	order	True positives	20	12.0
bracken2.5	order	False negatives	20	0.0
bracken2.5	order	False positives	20	138.0
bracken2.5	order	Purity (precision)	20	0.08
bracken2.5	order	Completeness (recall)	20	1.0
bracken2.5	order	F1 score	20	0.14814814814814814
bracken2.5	order	Jaccard index	20	0.08
bracken2.5	order	Taxon counts	20	150.0
bracken2.5	family	True positives	20	23.0
bracken2.5	family	False negatives	20	0.0
bracken2.5	family	False positives	20	285.0
bracken2.5	family	Purity (precision)	20	0.07467532467532467
bracken2.5	family	Completeness (recall)	20	1.0
bracken2.5	family	F1 score	20	0.13897280966767372
bracken2.5	family	Jaccard index	20	0.07467532467532467
bracken2.5	family	Taxon counts	20	308.0
bracken2.5	genus	True positives	20	30.0
bracken2.5	genus	False negatives	20	26.0
bracken2.5	genus	False positives	20	801.0
bracken2.5	genus	Purity (precision)	20	0.036101083032490974
bracken2.5	genus	Completeness (recall)	20	0.5357142857142857
bracken2.5	genus	F1 score	20	0.06764374295377679
bracken2.5	genus	Jaccard index	20	0.03500583430571762
bracken2.5	genus	Taxon counts	20	831.0
bracken2.5	species	True positives	20	49.0
bracken2.5	species	False negatives	20	98.0
bracken2.5	species	False positives	20	2246.0
bracken2.5	species	Purity (precision)	20	0.021350762527233117
bracken2.5	species	Completeness (recall)	20	0.3333333333333333
bracken2.5	species	F1 score	20	0.04013104013104014
bracken2.5	species	Jaccard index	20	0.020476389469285417
bracken2.5	species	Taxon counts	20	2295.0
bracken2.5	strain	True positives	20	0.0
bracken2.5	strain	False negatives	20	174.0
bracken2.5	strain	False positives	20	0.0
bracken2.5	strain	Purity (precision)	20	0.0
bracken2.5	strain	Completeness (recall)	20	0.0
bracken2.5	strain	Jaccard index	20	0.0
bracken2.5	strain	Taxon counts	20	0.0
bracken2.5	superkingdom	L1 norm error	20	0.005583889370452117
bracken2.5	phylum	L1 norm error	20	0.04129124401508347
bracken2.5	class	L1 norm error	20	0.44542135227868507
bracken2.5	order	L1 norm error	20	0.4485364186581149
bracken2.5	family	L1 norm error	20	0.5148958643350757
bracken2.5	genus	L1 norm error	20	0.40293735162572736
bracken2.5	species	L1 norm error	20	1.3210577264551484
bracken2.5	na	Weighted UniFrac error	20	4.227826260014667
bracken2.5	na	Unweighted UniFrac error	20	20325.092207548776
bracken2.5	superkingdom	Bray-Curtis distance	21	0.0018563673399761512
bracken2.5	phylum	Bray-Curtis distance	21	0.20704207302361713
bracken2.5	class	Bray-Curtis distance	21	0.224924237453927
bracken2.5	order	Bray-Curtis distance	21	0.2304707353310245
bracken2.5	family	Bray-Curtis distance	21	0.2468269835705463
bracken2.5	genus	Bray-Curtis distance	21	0.27526702096935596
bracken2.5	species	Bray-Curtis distance	21	0.6781019631959061
bracken2.5	superkingdom	Shannon diversity	21	0.015048403718032224
bracken2.5	superkingdom	Shannon equitability	21	0.010855128708650064
bracken2.5	phylum	Shannon diversity	21	0.967698473200961
bracken2.5	phylum	Shannon equitability	21	0.2845169993421698
bracken2.5	class	Shannon diversity	21	1.2723143361169822
bracken2.5	class	Shannon equitability	21	0.302593899551514
bracken2.5	order	Shannon diversity	21	1.3865885074202535
bracken2.5	order	Shannon equitability	21	0.27822992717369477
bracken2.5	family	Shannon diversity	21	1.559068687590237
bracken2.5	family	Shannon equitability	21	0.27193020828403114
bracken2.5	genus	Shannon diversity	21	1.6853780500496585
bracken2.5	genus	Shannon equitability	21	0.2487927884172511
bracken2.5	species	Shannon diversity	21	2.980791381393548
bracken2.5	species	Shannon equitability	21	0.38045590264051504
bracken2.5	superkingdom	True positives	21	1.0
bracken2.5	superkingdom	False negatives	21	0.0
bracken2.5	superkingdom	False positives	21	3.0
bracken2.5	superkingdom	Purity (precision)	21	0.25
bracken2.5	superkingdom	Completeness (recall)	21	1.0
bracken2.5	superkingdom	F1 score	21	0.4
bracken2.5	superkingdom	Jaccard index	21	0.25
bracken2.5	superkingdom	Taxon counts	21	4.0
bracken2.5	phylum	True positives	21	4.0
bracken2.5	phylum	False negatives	21	0.0
bracken2.5	phylum	False positives	21	26.0
bracken2.5	phylum	Purity (precision)	21	0.13333333333333333
bracken2.5	phylum	Completeness (recall)	21	1.0
bracken2.5	phylum	F1 score	21	0.23529411764705882
bracken2.5	phylum	Jaccard index	21	0.13333333333333333
bracken2.5	phylum	Taxon counts	21	30.0
bracken2.5	class	True positives	21	9.0
bracken2.5	class	False negatives	21	0.0
bracken2.5	class	False positives	21	58.0
bracken2.5	class	Purity (precision)	21	0.13432835820895522
bracken2.5	class	Completeness (recall)	21	1.0
bracken2.5	class	F1 score	21	0.2368421052631579
bracken2.5	class	Jaccard index	21	0.13432835820895522
bracken2.5	class	Taxon counts	21	67.0
bracken2.5	order	True positives	21	10.0
bracken2.5	order	False negatives	21	0.0
bracken2.5	order	False positives	21	136.0
bracken2.5	order	Purity (precision)	21	0.0684931506849315
bracken2.5	order	Completeness (recall)	21	1.0
bracken2.5	order	F1 score	21	0.1282051282051282
bracken2.5	order	Jaccard index	21	0.0684931506849315
bracken2.5	order	Taxon counts	21	146.0
bracken2.5	family	True positives	21	20.0
bracken2.5	family	False negatives	21	1.0
bracken2.5	family	False positives	21	289.0
bracken2.5	family	Purity (precision)	21	0.06472491909385113
bracken2.5	family	Completeness (recall)	21	0.9523809523809523
bracken2.5	family	F1 score	21	0.12121212121212122
bracken2.5	family	Jaccard index	21	0.06451612903225806
bracken2.5	family	Taxon counts	21	309.0
bracken2.5	genus	True positives	21	29.0
bracken2.5	genus	False negatives	21	21.0
bracken2.5	genus	False positives	21	846.0
bracken2.5	genus	Purity (precision)	21	0.03314285714285714
bracken2.5	genus	Completeness (recall)	21	0.58
bracken2.5	genus	F1 score	21	0.06270270270270269
bracken2.5	genus	Jaccard index	21	0.03236607142857143
bracken2.5	genus	Taxon counts	21	875.0
bracken2.5	species	True positives	21	44.0
bracken2.5	species	False negatives	21	61.0
bracken2.5	species	False positives	21	2483.0
bracken2.5	species	Purity (precision)	21	0.01741195092995647
bracken2.5	species	Completeness (recall)	21	0.41904761904761906
bracken2.5	species	F1 score	21	0.03343465045592705
bracken2.5	species	Jaccard index	21	0.017001545595054096
bracken2.5	species	Taxon counts	21	2527.0
bracken2.5	strain	True positives	21	0.0
bracken2.5	strain	False negatives	21	127.0
bracken2.5	strain	False positives	21	0.0
bracken2.5	strain	Purity (precision)	21	0.0
bracken2.5	strain	Completeness (recall)	21	0.0
bracken2.5	strain	Jaccard index	21	0.0
bracken2.5	strain	Taxon counts	21	0.0
bracken2.5	superkingdom	L1 norm error	21	0.0037127346799523024
bracken2.5	phylum	L1 norm error	21	0.41408414604723404
bracken2.5	class	L1 norm error	21	0.44984847490785396
bracken2.5	order	L1 norm error	21	0.4609414706620487
bracken2.5	family	L1 norm error	21	0.49365396714109266
bracken2.5	genus	L1 norm error	21	0.5505340419387184
bracken2.5	species	L1 norm error	21	1.3562039263918217
bracken2.5	na	Weighted UniFrac error	21	4.719287523698899
bracken2.5	na	Unweighted UniFrac error	21	22225.93211855442
bracken2.5	superkingdom	Bray-Curtis distance	22	0.0021937106918240327
bracken2.5	phylum	Bray-Curtis distance	22	0.14753986332484476
bracken2.5	class	Bray-Curtis distance	22	0.15324452853153925
bracken2.5	order	Bray-Curtis distance	22	0.15812159302598056
bracken2.5	family	Bray-Curtis distance	22	0.26033494994085904
bracken2.5	genus	Bray-Curtis distance	22	0.28565444227962533
bracken2.5	species	Bray-Curtis distance	22	0.5596917547169685
bracken2.5	superkingdom	Shannon diversity	22	0.016468822507064107
bracken2.5	superkingdom	Shannon equitability	22	0.011879744280110967
bracken2.5	phylum	Shannon diversity	22	0.7171847794195478
bracken2.5	phylum	Shannon equitability	22	0.20884899585031347
bracken2.5	class	Shannon diversity	22	0.9324774249906967
bracken2.5	class	Shannon equitability	22	0.22421342612916478
bracken2.5	order	Shannon diversity	22	0.9897102481346931
bracken2.5	order	Shannon equitability	22	0.20116139941500003
bracken2.5	family	Shannon diversity	22	1.8753490269694173
bracken2.5	family	Shannon equitability	22	0.32937078549743176
bracken2.5	genus	Shannon diversity	22	1.992743944398764
bracken2.5	genus	Shannon equitability	22	0.2961590034146946
bracken2.5	species	Shannon diversity	22	3.0213631356405184
bracken2.5	species	Shannon equitability	22	0.39034541882438034
bracken2.5	superkingdom	True positives	22	1.0
bracken2.5	superkingdom	False negatives	22	0.0
bracken2.5	superkingdom	False positives	22	3.0
bracken2.5	superkingdom	Purity (precision)	22	0.25
bracken2.5	superkingdom	Completeness (recall)	22	1.0
bracken2.5	superkingdom	F1 score	22	0.4
bracken2.5	superkingdom	Jaccard index	22	0.25
bracken2.5	superkingdom	Taxon counts	22	4.0
bracken2.5	phylum	True positives	22	4.0
bracken2.5	phylum	False negatives	22	0.0
bracken2.5	phylum	False positives	22	27.0
bracken2.5	phylum	Purity (precision)	22	0.12903225806451613
bracken2.5	phylum	Completeness (recall)	22	1.0
bracken2.5	phylum	F1 score	22	0.2285714285714286
bracken2.5	phylum	Jaccard index	22	0.12903225806451613
bracken2.5	phylum	Taxon counts	22	31.0
bracken2.5	class	True positives	22	9.0
bracken2.5	class	False negatives	22	0.0
bracken2.5	class	False positives	22	55.0
bracken2.5	class	Purity (precision)	22	0.140625
bracken2.5	class	Completeness (recall)	22	1.0
bracken2.5	class	F1 score	22	0.2465753424657534
bracken2.5	class	Jaccard index	22	0.140625
bracken2.5	class	Taxon counts	22	64.0
bracken2.5	order	True positives	22	11.0
bracken2.5	order	False negatives	22	0.0
bracken2.5	order	False positives	22	126.0
bracken2.5	order	Purity (precision)	22	0.08029197080291971
bracken2.5	order	Completeness (recall)	22	1.0
bracken2.5	order	F1 score	22	0.14864864864864866
bracken2.5	order	Jaccard index	22	0.08029197080291971
bracken2.5	order	Taxon counts	22	137.0
bracken2.5	family	True positives	22	21.0
bracken2.5	family	False negatives	22	1.0
bracken2.5	family	False positives	22	276.0
bracken2.5	family	Purity (precision)	22	0.0707070707070707
bracken2.5	family	Completeness (recall)	22	0.9545454545454546
bracken2.5	family	F1 score	22	0.13166144200626959
bracken2.5	family	Jaccard index	22	0.07046979865771812
bracken2.5	family	Taxon counts	22	297.0
bracken2.5	genus	True positives	22	33.0
bracken2.5	genus	False negatives	22	30.0
bracken2.5	genus	False positives	22	803.0
bracken2.5	genus	Purity (precision)	22	0.039473684210526314
bracken2.5	genus	Completeness (recall)	22	0.5238095238095238
bracken2.5	genus	F1 score	22	0.07341490545050054
bracken2.5	genus	Jaccard index	22	0.03810623556581986
bracken2.5	genus	Taxon counts	22	836.0
bracken2.5	species	True positives	22	65.0
bracken2.5	species	False negatives	22	141.0
bracken2.5	species	False positives	22	2234.0
bracken2.5	species	Purity (precision)	22	0.02827316224445411
bracken2.5	species	Completeness (recall)	22	0.3155339805825243
bracken2.5	species	F1 score	22	0.05189620758483035
bracken2.5	species	Jaccard index	22	0.02663934426229508
bracken2.5	species	Taxon counts	22	2299.0
bracken2.5	strain	True positives	22	0.0
bracken2.5	strain	False negatives	22	254.0
bracken2.5	strain	False positives	22	0.0
bracken2.5	strain	Purity (precision)	22	0.0
bracken2.5	strain	Completeness (recall)	22	0.0
bracken2.5	strain	Jaccard index	22	0.0
bracken2.5	strain	Taxon counts	22	0.0
bracken2.5	superkingdom	L1 norm error	22	0.004387421383648065
bracken2.5	phylum	L1 norm error	22	0.2950797266496895
bracken2.5	class	L1 norm error	22	0.3064890570630785
bracken2.5	order	L1 norm error	22	0.31624318605196167
bracken2.5	family	L1 norm error	22	0.5206698998817185
bracken2.5	genus	L1 norm error	22	0.5713088845592532
bracken2.5	species	L1 norm error	22	1.1193835094339422
bracken2.5	na	Weighted UniFrac error	22	4.119533046781018
bracken2.5	na	Unweighted UniFrac error	22	20293.360530745624
bracken2.5	superkingdom	Bray-Curtis distance	23	0.0016453308720255047
bracken2.5	phylum	Bray-Curtis distance	23	0.10842837585293907
bracken2.5	class	Bray-Curtis distance	23	0.11795170920647152
bracken2.5	order	Bray-Curtis distance	23	0.12938894835314957
bracken2.5	family	Bray-Curtis distance	23	0.15478040109250144
bracken2.5	genus	Bray-Curtis distance	23	0.17651242230125275
bracken2.5	species	Bray-Curtis distance	23	0.5662188045924061
bracken2.5	superkingdom	Shannon diversity	23	0.013494042147967783
bracken2.5	superkingdom	Shannon equitability	23	0.009733893844209888
bracken2.5	phylum	Shannon diversity	23	0.7347642063291475
bracken2.5	phylum	Shannon equitability	23	0.2182060155766293
bracken2.5	class	Shannon diversity	23	0.9923892832205929
bracken2.5	class	Shannon equitability	23	0.23952619182261434
bracken2.5	order	Shannon diversity	23	1.11551008226159
bracken2.5	order	Shannon equitability	23	0.2263959100831236
bracken2.5	family	Shannon diversity	23	1.3384466021145704
bracken2.5	family	Shannon equitability	23	0.23635104055722447
bracken2.5	genus	Shannon diversity	23	1.4318629041889561
bracken2.5	genus	Shannon equitability	23	0.2144443621978502
bracken2.5	species	Shannon diversity	23	3.281658635080178
bracken2.5	species	Shannon equitability	23	0.42547712024780937
bracken2.5	superkingdom	True positives	23	1.0
bracken2.5	superkingdom	False negatives	23	0.0
bracken2.5	superkingdom	False positives	23	3.0
bracken2.5	superkingdom	Purity (precision)	23	0.25
bracken2.5	superkingdom	Completeness (recall)	23	1.0
bracken2.5	superkingdom	F1 score	23	0.4
bracken2.5	superkingdom	Jaccard index	23	0.25
bracken2.5	superkingdom	Taxon counts	23	4.0
bracken2.5	phylum	True positives	23	5.0
bracken2.5	phylum	False negatives	23	0.0
bracken2.5	phylum	False positives	23	24.0
bracken2.5	phylum	Purity (precision)	23	0.1724137931034483
bracken2.5	phylum	Completeness (recall)	23	1.0
bracken2.5	phylum	F1 score	23	0.29411764705882354
bracken2.5	phylum	Jaccard index	23	0.1724137931034483
bracken2.5	phylum	Taxon counts	23	29.0
bracken2.5	class	True positives	23	10.0
bracken2.5	class	False negatives	23	0.0
bracken2.5	class	False positives	23	53.0
bracken2.5	class	Purity (precision)	23	0.15873015873015872
bracken2.5	class	Completeness (recall)	23	1.0
bracken2.5	class	F1 score	23	0.27397260273972607
bracken2.5	class	Jaccard index	23	0.15873015873015872
bracken2.5	class	Taxon counts	23	63.0
